id;desvionum;tailnum
42244;0;N873AS
42245;0;N920EV
42246;0;N919EV
42247;0;N824AS
42248;0;N835AS
42249;0;N914EV
42250;0;N974EV
42251;0;N681BR
42252;0;N926EV
42253;0;N681BR
42254;0;N926EV
42255;0;N974EV
42256;0;N719EV
42257;0;N740EV
42258;0;N707EV
42259;0;N977EV
42260;0;N719EV
42261;0;N752EV
42262;0;N719EV
42263;0;N752EV
42264;0;N853AS
42265;0;N905EV
42266;0;N845AS
42267;0;N751EV
42268;0;N751EV
42269;0;N845AS
42270;0;N839AS
42271;0;N317CA
42272;0;N708EV
42273;0;N752EV
42274;0;N905EV
42275;0;N874AS
42276;0;N904EV
42277;0;N932EV
42278;0;N635AS
42279;0;N643AS
42280;0;N642AS
42281;0;N643AS
42282;0;N635AS
42283;0;N642AS
42284;0;N885AS
42285;0;N840AS
42286;0;N853AS
42287;0;N917EV
42288;0;N879AS
42289;0;N832AS
42290;0;N853AS
42291;0;N837AS
42292;0;N908EV
42293;0;N908EV
42294;0;N837AS
42295;0;N928EV
42296;0;N928EV
42297;0;N973EV
42298;0;N976EV
42299;0;N872AS
42300;0;N900EV
42301;0;N830AS
42302;0;N849AS
42303;0;N830AS
42304;0;N849AS
42305;0;N724EV
42306;0;N889AS
42307;0;N684BR
42308;0;N929EV
42309;0;N931EV
42310;0;N937EV
42311;0;N860AS
42312;0;N852AS
42313;0;N833AS
42314;0;N824AS
42315;0;N852AS
42316;0;N824AS
42317;0;N927EV
42318;0;N902EV
42319;0;N923EV
42320;0;N923EV
42321;0;N902EV
42322;0;N935EV
42323;0;N730EV
42324;0;N931EV
42325;0;N935EV
42326;0;N931EV
42327;0;N730EV
42328;0;N752EV
42329;0;N752EV
42330;0;N884AS
42331;0;N635AS
42332;0;N833AS
42333;0;N379CA
42334;0;N379CA
42335;0;N841AS
42336;0;N857AS
42337;0;N840AS
42338;0;N883AS
42339;0;N744EV
42340;0;N752EV
42341;0;N716EV
42342;0;N744EV
42343;0;N716EV
42344;0;N752EV
42345;0;N753EV
42346;0;N753EV
42347;0;N760EV
42348;0;N708EV
42349;0;N932EV
42350;0;N681BR
42351;0;N926EV
42352;0;N635AS
42353;0;N833AS
42354;0;N903EV
42355;0;N833AS
42356;0;N821AS
42357;0;N873AS
42358;0;N844AS
42359;0;N837AS
42360;0;N908EV
42361;0;N850AS
42362;0;N860AS
42363;0;N836AS
42364;0;N860AS
42365;0;N830AS
42366;0;N841AS
42367;0;N827AS
42368;0;N841AS
42369;0;N827AS
42370;0;N748EV
42371;0;N748EV
42372;0;N851AS
42373;0;N719EV
42374;0;N719EV
42375;0;N860AS
42376;0;N882AS
42377;0;N355CA
42378;0;N682BR
42379;0;N755EV
42380;0;N935EV
42381;0;N929EV
42382;0;N829AS
42383;0;N929EV
42384;0;N935EV
42385;0;N875AS
42386;0;N875AS
42387;0;N885AS
42388;0;N930EV
42389;0;N724EV
42390;0;N354CA
42391;0;N354CA
42392;0;N829AS
42393;0;N903EV
42394;0;N937EV
42395;0;N970EV
42396;0;N829AS
42397;0;N834AS
42398;0;N927EV
42399;0;N902EV
42400;0;N908EV
42401;0;N920EV
42402;0;N902EV
42403;0;N920EV
42404;0;N908EV
42405;0;N635AS
42406;0;N636AS
42407;0;N636AS
42408;0;N636AS
42409;0;N635AS
42410;0;N636AS
42411;0;N717EV
42412;0;N836AS
42413;0;N850AS
42414;0;N905EV
42415;0;N919EV
42416;0;N905EV
42417;0;N850AS
42418;0;N919EV
42419;0;N847AS
42420;0;N927EV
42421;0;N870AS
42422;0;N870AS
42423;0;N847AS
42424;0;N927EV
42425;0;N930EV
42426;0;N881AS
42427;0;N839AS
42428;0;N839AS
42429;0;N930EV
42430;0;N881AS
42431;0;N876AS
42432;0;N931EV
42433;0;N719EV
42434;0;N719EV
42435;0;N971EV
42436;0;N884AS
42437;0;N936EV
42438;0;N861AS
42439;0;N976EV
42440;0;N707EV
42441;0;N707EV
42442;0;N976EV
42443;0;N861AS
42444;0;N748EV
42445;0;N748EV
42446;0;N924EV
42447;0;N904EV
42448;0;N976EV
42449;0;N636AS
42450;0;N635AS
42451;0;N636AS
42452;0;N636AS
42453;0;N636AS
42454;0;N635AS
42455;0;N640AS
42456;0;N640AS
42457;0;N642AS
42458;0;N759EV
42459;0;N821AS
42460;0;N716EV
42461;0;N860AS
42462;0;N852AS
42463;0;N936EV
42464;0;N840AS
42465;0;N641AS
42466;0;N643AS
42467;0;N643AS
42468;0;N643AS
42469;0;N643AS
42470;0;N641AS
42471;0;N835AS
42472;0;N841AS
42473;0;N857AS
42474;0;N635AS
42475;0;N643AS
42476;0;N643AS
42477;0;N908EV
42478;0;N861AS
42479;0;N686BR
42480;0;N935EV
42481;0;N681BR
42482;0;N981EV
42483;0;N681BR
42484;0;N981EV
42485;0;N751EV
42486;0;N751EV
42487;0;N855AS
42488;0;N840AS
42489;0;N859AS
42490;0;N635AS
42491;0;N642AS
42492;0;N636AS
42493;0;N824AS
42494;0;N858AS
42495;0;N903EV
42496;0;N642AS
42497;0;N636AS
42498;0;N640AS
42499;0;N722EV
42500;0;N355CA
42501;0;N755EV
42502;0;N880AS
42503;0;N979EV
42504;0;N681BR
42505;0;N849AS
42506;0;N880AS
42507;0;N848AS
42508;0;N852AS
42509;0;N921EV
42510;0;N852AS
42511;0;N857AS
42512;0;N936EV
42513;0;N331CA
42514;0;N752EV
42515;0;N867AS
42516;0;N867AS
42517;0;N717EV
42518;0;N390CA
42519;0;N717EV
42520;0;N390CA
42521;0;N758EV
42522;0;N758EV
42523;0;N717EV
42524;0;N717EV
42525;0;N758EV
42526;0;N758EV
42527;0;N873AS
42528;0;N900EV
42529;0;N872AS
42530;0;N883AS
42531;0;N884AS
42532;0;N833AS
42533;0;N884AS
42534;0;N833AS
42535;0;N883AS
42536;0;N331CA
42537;0;N722EV
42538;0;N759EV
42539;0;N722EV
42540;0;N331CA
42541;0;N759EV
42542;0;N858AS
42543;0;N921EV
42544;0;N829AS
42545;0;N835AS
42546;0;N928EV
42547;0;N923EV
42548;0;N936EV
42549;0;N879AS
42550;0;N835AS
42551;0;N858AS
42552;0;N902EV
42553;0;N821AS
42554;0;N905EV
42555;0;N643AS
42556;0;N838AS
42557;0;N900EV
42558;0;N317CA
42559;0;N754EV
42560;0;N905EV
42561;0;N730EV
42562;0;N659CA
42563;0;N842AS
42564;0;N718EV
42565;0;N331CA
42566;0;N718EV
42567;0;N936EV
42568;0;N879AS
42569;0;N923EV
42570;0;N931EV
42571;0;N919EV
42572;0;N931EV
42573;0;N836AS
42574;0;N755EV
42575;0;N840AS
42576;0;N829AS
42577;0;N901EV
42578;0;N738EV
42579;0;N379CA
42580;0;N842AS
42581;0;N659CA
42582;0;N730EV
42583;0;N931EV
42584;0;N836AS
42585;0;N931EV
42586;0;N861AS
42587;0;N922EV
42588;0;N907EV
42589;0;N842AS
42590;0;N842AS
42591;0;N907EV
42592;0;N845AS
42593;0;N855AS
42594;0;N839AS
42595;0;N845AS
42596;0;N753EV
42597;0;N716EV
42598;0;N716EV
42599;0;N752EV
42600;0;N759EV
42601;0;N741EV
42602;0;N722EV
42603;0;N659CA
42604;0;N659CA
42605;0;N716EV
42606;0;N722EV
42607;0;N829AS
42608;0;N839AS
42609;0;N935EV
42610;0;N935EV
42611;0;N829AS
42612;0;N839AS
42613;0;N722EV
42614;0;N718EV
42615;0;N710EV
42616;0;N636AS
42617;0;N861AS
42618;0;N920EV
42619;0;N843AS
42620;0;N908EV
42621;0;N740EV
42622;0;N740EV
42623;0;N753EV
42624;0;N748EV
42625;0;N754EV
42626;0;N748EV
42627;0;N842AS
42628;0;N754EV
42629;0;N903EV
42630;0;N825AS
42631;0;N872AS
42632;0;N922EV
42633;0;N825AS
42634;0;N680BR
42635;0;N317CA
42636;0;N755EV
42637;0;N643AS
42638;0;N642AS
42639;0;N635AS
42640;0;N643AS
42641;0;N642AS
42642;0;N635AS
42643;0;N753EV
42644;0;N716EV
42645;0;N868AS
42646;0;N683BR
42647;0;N934EV
42648;0;N754EV
42649;0;N684BR
42650;0;N903EV
42651;0;N851AS
42652;0;N870AS
42653;0;N710EV
42654;0;N741EV
42655;0;N755EV
42656;0;N844AS
42657;0;N755EV
42658;0;N867AS
42659;0;N827AS
42660;0;N719EV
42661;0;N748EV
42662;0;N928EV
42663;0;N833AS
42664;0;N849AS
42665;0;N930EV
42666;0;N872AS
42667;0;N872AS
42668;0;N930EV
42669;0;N849AS
42670;0;N977EV
42671;0;N917EV
42672;0;N925EV
42673;0;N720EV
42674;0;N724EV
42675;0;N755EV
42676;0;N354CA
42677;0;N760EV
42678;0;N937EV
42679;0;N708EV
42680;0;N708EV
42681;0;N970EV
42682;0;N903EV
42683;0;N922EV
42684;0;N907EV
42685;0;N922EV
42686;0;N907EV
42687;0;N906EV
42687;1;
42688;0;N759EV
42689;0;N390CA
42690;0;N710EV
42691;0;N759EV
42692;0;N390CA
42693;0;N710EV
42694;0;N902EV
42695;0;N857AS
42696;0;N908EV
42697;0;N640AS
42698;0;N884AS
42699;0;N841AS
42700;0;N884AS
42701;0;N841AS
42702;0;N680BR
42703;0;N857AS
42704;0;N907EV
42705;0;N857AS
42706;0;N680BR
42707;0;N730EV
42708;0;N720EV
42709;0;N390CA
42710;0;N760EV
42711;0;N707EV
42712;0;N758EV
42713;0;N758EV
42714;0;N758EV
42715;0;N759EV
42716;0;N821AS
42717;0;N716EV
42718;0;N851AS
42719;0;N851AS
42720;0;N870AS
42721;0;N851AS
42722;0;N889AS
42723;0;N870AS
42724;0;N390CA
42725;0;N707EV
42726;0;N760EV
42727;0;N710EV
42728;0;N750EV
42729;0;N331CA
42730;0;N838AS
42731;0;N857AS
42732;0;N981EV
42733;0;N920EV
42734;0;N858AS
42735;0;N876AS
42736;0;N718EV
42737;0;N855AS
42738;0;N836AS
42739;0;N855AS
42740;0;N889AS
42741;0;N723EV
42742;0;N847AS
42743;0;N858AS
42744;0;N847AS
42745;0;N858AS
42746;0;N936EV
42747;0;N861AS
42748;0;N848AS
42749;0;N936EV
42750;0;N833AS
42751;0;N837AS
42752;0;N748EV
42753;0;N683BR
42754;0;N683BR
42755;0;N924EV
42756;0;N857AS
42757;0;N857AS
42758;0;N924EV
42759;0;N904EV
42760;0;N932EV
42761;0;N904EV
42762;0;N932EV
42763;0;N681BR
42764;0;N680BR
42765;0;N825AS
42766;0;N859AS
42767;0;N919EV
42768;0;N978EV
42769;0;N719EV
42770;0;N980EV
42771;0;N686BR
42772;0;N836AS
42773;0;N836AS
42774;0;N740EV
42775;0;N740EV
42776;0;N907EV
42777;0;N922EV
42778;0;N978EV
42779;0;N719EV
42780;0;N730EV
42781;0;N751EV
42782;0;N744EV
42783;0;N317CA
42784;0;N835AS
42785;0;N924EV
42786;0;N837AS
42787;0;N880AS
42788;0;N924EV
42789;0;N880AS
42790;0;N837AS
42791;0;N923EV
42792;0;N928EV
42793;0;N903EV
42794;0;N979EV
42795;0;N877AS
42796;0;N850AS
42797;0;N718EV
42798;0;N924EV
42799;0;N841AS
42800;0;N924EV
42801;0;N718EV
42802;0;N740EV
42803;0;N724EV
42804;0;N724EV
42805;0;N879AS
42806;0;N935EV
42807;0;N973EV
42808;0;N886AS
42809;0;N903EV
42810;0;N937EV
42811;0;N937EV
42812;0;N885AS
42813;0;N835AS
42814;0;N931EV
42815;0;N937EV
42816;0;N928EV
42817;0;N758EV
42818;0;N709EV
42819;0;N759EV
42820;0;N752EV
42821;0;N821AS
42822;0;N317CA
42823;0;N853AS
42824;0;N836AS
42825;0;N843AS
42826;0;N837AS
42827;0;N974EV
42828;0;N843AS
42829;0;N974EV
42830;0;N837AS
42831;0;N752EV
42832;0;N821AS
42833;0;N921EV
42834;0;N852AS
42835;0;N317CA
42836;0;N821AS
42837;0;N758EV
42838;0;N980EV
42839;0;N867AS
42840;0;N921EV
42841;0;N838AS
42842;0;N970EV
42843;0;N901EV
42844;0;N829AS
42845;0;N840AS
42846;0;N709EV
42847;0;N753EV
42848;0;N724EV
42849;0;N839AS
42850;0;N680BR
42851;0;N848AS
42852;0;N855AS
42853;0;N848AS
42854;0;N979EV
42855;0;N686BR
42856;0;N904EV
42857;0;N927EV
42858;0;N686BR
42859;0;N680BR
42860;0;N903EV
42861;0;N824AS
42862;0;N858AS
42863;0;N907EV
42864;0;N874AS
42865;0;N928EV
42866;0;N855AS
42867;0;N874AS
42868;0;N716EV
42869;0;N720EV
42870;0;N716EV
42871;0;N720EV
42872;0;N824AS
42873;0;N931EV
42874;0;N919EV
42875;0;N718EV
42876;0;N748EV
42877;0;N928EV
42878;0;N748EV
42879;0;N718EV
42880;0;N682BR
42881;0;N825AS
42882;0;N900EV
42883;0;N914EV
42884;0;N900EV
42885;0;N914EV
42886;0;N744EV
42887;0;N889AS
42888;0;N719EV
42889;0;N355CA
42890;0;N760EV
42891;0;N760EV
42892;0;N355CA
42893;0;N719EV
42894;0;N719EV
42895;0;N754EV
42896;0;N741EV
42897;0;N719EV
42898;0;N741EV
42899;0;N754EV
42900;0;N635AS
42901;0;N885AS
42902;0;N642AS
42903;0;N885AS
42904;0;N642AS
42905;0;N635AS
42906;0;N682BR
42907;0;N971EV
42908;0;N834AS
42909;0;N682BR
42910;0;N971EV
42911;0;N834AS
42912;0;N901EV
42913;0;N974EV
42914;0;N859AS
42915;0;N980EV
42916;0;N850AS
42917;0;N928EV
42918;0;N850AS
42919;0;N980EV
42920;0;N928EV
42921;0;N974EV
42922;0;N905EV
42923;0;N682BR
42924;0;N843AS
42925;0;N843AS
42926;0;N682BR
42927;0;N681BR
42928;0;N873AS
42929;0;N981EV
42930;0;N855AS
42931;0;N708EV
42932;0;N837AS
42933;0;N829AS
42934;0;N859AS
42935;0;N829AS
42936;0;N859AS
42937;0;N379CA
42938;0;N379CA
42939;0;N751EV
42940;0;N833AS
42941;0;N830AS
42942;0;N836AS
42943;0;N974EV
42944;0;N753EV
42945;0;N914EV
42946;0;N720EV
42947;0;N716EV
42948;0;N855AS
42949;0;N979EV
42950;0;N904EV
42951;0;N824AS
42952;0;N919EV
42953;0;N919EV
42954;0;N824AS
42955;0;N855AS
42956;0;N870AS
42957;0;N874AS
42958;0;N925EV
42959;0;N929EV
42960;0;N935EV
42961;0;N925EV
42962;0;N825AS
42963;0;N682BR
42964;0;N707EV
42965;0;N760EV
42966;0;N716EV
42967;0;N927EV
42968;0;N848AS
42969;0;N848AS
42970;0;N686BR
42971;0;N979EV
42972;0;N904EV
42973;0;N830AS
42974;0;N881AS
42975;0;N860AS
42976;0;N830AS
42977;0;N881AS
42978;0;N860AS
42979;0;N981EV
42980;0;N834AS
42981;0;N839AS
42982;0;N709EV
42983;0;N748EV
42984;0;N379CA
42985;0;N908EV
42986;0;N843AS
42987;0;N874AS
42988;0;N851AS
42989;0;N331CA
42990;0;N885AS
42991;0;N885AS
42992;0;N331CA
42993;0;N686BR
42994;0;N901EV
42995;0;N686BR
42996;0;N844AS
42997;0;N901EV
42998;0;N917EV
42999;0;N909EV
43000;0;N917EV
43001;0;N837AS
43002;0;N879AS
43003;0;N850AS
43004;0;N859AS
43005;0;N859AS
43006;0;N850AS
43007;0;N901EV
43008;0;N886AS
43009;0;N838AS
43010;0;N722EV
43011;0;N659CA
43012;0;N716EV
43013;0;N751EV
43014;0;N317CA
43015;0;N978EV
43016;0;N850AS
43017;0;N923EV
43018;0;N720EV
43019;0;N724EV
43020;0;N755EV
43021;0;N758EV
43022;0;N867AS
43023;0;N980EV
43024;0;N935EV
43025;0;N924EV
43026;0;N880AS
43027;0;N635AS
43028;0;N879AS
43029;0;N641AS
43030;0;N682BR
43031;0;N909EV
43032;0;N861AS
43033;0;N861AS
43034;0;N973EV
43035;0;N845AS
43036;0;N853AS
43037;0;N825AS
43038;0;N659CA
43039;0;N917EV
43040;0;N852AS
43041;0;N852AS
43042;0;N917EV
43043;0;N659CA
43044;0;N636AS
43045;0;N642AS
43046;0;N974EV
43047;0;N684BR
43048;0;N974EV
43049;0;N920EV
43050;0;N684BR
43051;0;N970EV
43052;0;N873AS
43053;0;N680BR
43054;0;N970EV
43055;0;N873AS
43056;0;N355CA
43057;0;N723EV
43058;0;N755EV
43059;0;N722EV
43060;0;N355CA
43061;0;N872AS
43062;0;N909EV
43063;0;N876AS
43064;0;N824AS
43065;0;N868AS
43066;0;N876AS
43067;0;N868AS
43068;0;N824AS
43069;0;N759EV
43070;0;N974EV
43071;0;N707EV
43072;0;N873AS
43073;0;N973EV
43074;0;N833AS
43075;0;N868AS
43076;0;N840AS
43077;0;N923EV
43078;0;N974EV
43079;0;N886AS
43080;0;N976EV
43081;0;N843AS
43082;0;N881AS
43083;0;N853AS
43084;0;N855AS
43085;0;N847AS
43086;0;N923EV
43087;0;N877AS
43088;0;N317CA
43089;0;N317CA
43090;0;N859AS
43091;0;N880AS
43092;0;N923EV
43093;0;N923EV
43094;0;N859AS
43095;0;N980EV
43096;0;N868AS
43097;0;N875AS
43098;0;N659CA
43099;0;N707EV
43100;0;N331CA
43101;0;N720EV
43102;0;N716EV
43103;0;N748EV
43104;0;N682BR
43105;0;N710EV
43106;0;N708EV
43107;0;N708EV
43108;0;N710EV
43109;0;N717EV
43110;0;N708EV
43111;0;N717EV
43112;0;N878AS
43113;0;N909EV
43114;0;N977EV
43115;0;N909EV
43116;0;N878AS
43117;0;N977EV
43118;0;N907EV
43119;0;N923EV
43120;0;N718EV
43121;0;N718EV
43122;0;N907EV
43123;0;N923EV
43124;0;N636AS
43125;0;N861AS
43126;0;N857AS
43127;0;N917EV
43128;0;N924EV
43129;0;N924EV
43130;0;N932EV
43131;0;N844AS
43132;0;N642AS
43133;0;N641AS
43134;0;N707EV
43135;0;N978EV
43136;0;N906EV
43137;0;N932EV
43138;0;N936EV
43139;0;N979EV
43140;0;N914EV
43141;0;N823AS
43142;0;N884AS
43143;0;N877AS
43144;0;N850AS
43145;0;N935EV
43146;0;N682BR
43147;0;N974EV
43148;0;N847AS
43149;0;N850AS
43150;0;N974EV
43151;0;N682BR
43152;0;N844AS
43153;0;N936EV
43154;0;N937EV
43155;0;N936EV
43156;0;N937EV
43157;0;N981EV
43158;0;N970EV
43159;0;N972EV
43160;0;N841AS
43161;0;N873AS
43162;0;N868AS
43163;0;N841AS
43164;0;N873AS
43165;0;N868AS
43166;0;N842AS
43167;0;N837AS
43168;0;N870AS
43169;0;N842AS
43170;0;N837AS
43171;0;N926EV
43172;0;N842AS
43173;0;N838AS
43174;0;N978EV
43175;0;N868AS
43176;0;N917EV
43177;0;N681BR
43178;0;N834AS
43179;0;N876AS
43180;0;N971EV
43181;0;N823AS
43182;0;N978EV
43183;0;N859AS
43184;0;N393SW
43185;0;N565SW
43186;0;N561SW
43187;0;N565SW
43188;0;N393SW
43189;0;N561SW
43190;0;N883AS
43191;0;N972EV
43192;0;N925EV
43193;0;N978EV
43194;0;N870AS
43195;0;N848AS
43196;0;N226SW
43197;0;N220SW
43198;0;N284YV
43199;0;N226SW
43200;0;N284YV
43201;0;N220SW
43202;0;N868AS
43203;0;N235SW
43204;0;N216SW
43205;0;N292UX
43206;0;N235SW
43207;0;N292UX
43208;0;N216SW
43209;0;N978EV
43210;0;N393SW
43211;0;N561SW
43212;0;N581SW
43213;0;N581SW
43214;0;N561SW
43215;0;N393SW
43216;0;N830AS
43217;0;N885AS
43218;0;N922EV
43219;0;N220SW
43220;0;N216SW
43221;0;N569SW
43222;0;N569SW
43223;0;N216SW
43224;0;N220SW
43225;0;N874AS
43226;0;N902EV
43227;0;N847AS
43228;0;N902EV
43229;0;N847AS
43230;0;N874AS
43231;0;N565SW
43232;0;N288SW
43233;0;N226SW
43234;0;N226SW
43235;0;N288SW
43236;0;N565SW
43237;0;N844AS
43238;0;N908EV
43239;0;N837AS
43240;0;N235SW
43241;0;N299SW
43242;0;N233SW
43243;0;N233SW
43244;0;N299SW
43245;0;N235SW
43246;0;N830AS
43247;0;N922EV
43248;0;N827AS
43249;0;N562SW
43250;0;N562SW
43251;0;N883AS
43252;0;N909EV
43253;0;N877AS
43254;0;N849AS
43255;0;N880AS
43256;0;N581SW
43257;0;N581SW
43258;0;N393SW
43259;0;N581SW
43260;0;N393SW
43261;0;N581SW
43262;0;N907EV
43263;0;N878AS
43264;0;N226SW
43265;0;N565SW
43266;0;N581SW
43267;0;N581SW
43268;0;N565SW
43269;0;N226SW
43270;0;N848AS
43271;0;N926EV
43272;0;N220SW
43273;0;N235SW
43274;0;N295SW
43275;0;N295SW
43276;0;N235SW
43277;0;N220SW
43278;0;N914EV
43279;0;N914EV
43280;0;N235SW
43281;0;N216SW
43282;0;N235SW
43283;0;N235SW
43284;0;N216SW
43285;0;N235SW
43286;0;N723EV
43287;0;N974EV
43288;0;N837AS
43289;0;N723EV
43290;0;N837AS
43291;0;N974EV
43292;0;N234SW
43293;0;N569SW
43294;0;N981EV
43295;0;N857AS
43296;0;N838AS
43297;0;N878AS
43298;0;N981EV
43299;0;N926EV
43300;0;N561SW
43301;0;N581SW
43302;0;N581SW
43303;0;N823AS
43304;0;N740EV
43305;0;N740EV
43306;0;N823AS
43307;0;N886AS
43308;0;N886AS
43309;0;N855AS
43310;0;N847AS
43311;0;N843AS
43312;0;N565SW
43313;0;N294SW
43314;0;N561SW
43315;0;N973EV
43316;0;N724EV
43317;0;N973EV
43318;0;N752EV
43319;0;N930EV
43320;0;N842AS
43321;0;N930EV
43322;0;N842AS
43323;0;N295UX
43324;0;N582SW
43325;0;N564SW
43326;0;N924EV
43327;0;N932EV
43328;0;N978EV
43329;0;N932EV
43330;0;N924EV
43331;0;N978EV
43332;0;N576SW
43333;0;N295SW
43334;0;N297SW
43335;0;N880AS
43336;0;N935EV
43337;0;N900EV
43338;0;N585SW
43339;0;N290SW
43340;0;N576SW
43341;0;N680BR
43342;0;N680BR
43343;0;N226SW
43344;0;N216SW
43345;0;N235SW
43346;0;N226SW
43347;0;N235SW
43348;0;N216SW
43349;0;N859AS
43350;0;N682BR
43351;0;N843AS
43352;0;N843AS
43353;0;N859AS
43354;0;N682BR
43355;0;N216SW
43356;0;N565SW
43357;0;N235SW
43358;0;N216SW
43359;0;N873AS
43360;0;N680BR
43361;0;N905EV
43362;0;N845AS
43363;0;N905EV
43364;0;N562SW
43365;0;N295SW
43366;0;N297SW
43367;0;N821AS
43368;0;N835AS
43369;0;N935EV
43370;0;N308SW
43371;0;N221SW
43372;0;N297SW
43373;0;N297SW
43374;0;N221SW
43375;0;N308SW
43376;0;N844AS
43377;0;N852AS
43378;0;N680BR
43379;0;N569SW
43380;0;N234SW
43381;0;N235SW
43382;0;N235SW
43383;0;N234SW
43384;0;N569SW
43385;0;N877AS
43386;0;N835AS
43387;0;N976EV
43388;0;N565SW
43389;0;N295SW
43390;0;N561SW
43391;0;N565SW
43392;0;N561SW
43393;0;N295SW
43394;0;N867AS
43395;0;N902EV
43396;0;N857AS
43397;0;N297SW
43398;0;N295SW
43399;0;N903EV
43400;0;N881AS
43401;0;N853AS
43402;0;N220SW
43403;0;N566SW
43404;0;N220SW
43405;0;N220SW
43406;0;N566SW
43407;0;N220SW
43408;0;N917EV
43409;0;N270YV
43410;0;N294SW
43411;0;N902EV
43412;0;N845AS
43413;0;N845AS
43414;0;N902EV
43415;0;N566SW
43416;0;N308SW
43417;0;N584SW
43418;0;N566SW
43419;0;N295UX
43420;0;N936EV
43421;0;N861AS
43422;0;N292SW
43423;0;N562SW
43424;0;N233SW
43425;0;N233SW
43426;0;N562SW
43427;0;N292SW
43428;0;N977EV
43429;0;N922EV
43430;0;N889AS
43431;0;N294SW
43432;0;N270YV
43433;0;N226SW
43434;0;N977EV
43435;0;N972EV
43436;0;N981EV
43437;0;N221SW
43438;0;N581SW
43439;0;N581SW
43440;0;N581SW
43441;0;N581SW
43442;0;N295SW
43443;0;N845AS
43444;0;N879AS
43445;0;N584SW
43446;0;N585SW
43447;0;N290SW
43448;0;N290SW
43449;0;N585SW
43450;0;N584SW
43451;0;N290SW
43452;0;N308SW
43453;0;N824AS
43454;0;N860AS
43455;0;N839AS
43456;0;N288SW
43457;0;N224SW
43458;0;N284YV
43459;0;N284YV
43460;0;N224SW
43461;0;N288SW
43462;0;N830AS
43463;0;N925EV
43464;0;N876AS
43465;0;N586SW
43466;0;N582SW
43467;0;N564SW
43468;0;N564SW
43469;0;N582SW
43470;0;N586SW
43471;0;N686BR
43472;0;N927EV
43473;0;N919EV
43474;0;N927EV
43475;0;N562SW
43476;0;N566SW
43477;0;N753EV
43478;0;N708EV
43479;0;N284YV
43480;0;N295UX
43481;0;N578SW
43482;0;N578SW
43483;0;N295UX
43484;0;N284YV
43485;0;N823AS
43486;0;N823AS
43487;0;N564SW
43488;0;N582SW
43489;0;N295UX
43490;0;N295UX
43491;0;N582SW
43492;0;N564SW
43493;0;N754EV
43494;0;N354CA
43495;0;N576SW
43496;0;N294SW
43497;0;N270YV
43498;0;N390CA
43499;0;N753EV
43500;0;N233SW
43501;0;N224SW
43502;0;N224SW
43503;0;N576SW
43504;0;N582SW
43505;0;N582SW
43506;0;N576SW
43507;0;N224SW
43508;0;N870AS
43509;0;N981EV
43510;0;N582SW
43511;0;N233SW
43512;0;N578SW
43513;0;N973EV
43514;0;N973EV
43515;0;N973EV
43516;0;N973EV
43517;0;N565SW
43518;0;N393SW
43519;0;N226SW
43520;0;N234SW
43521;0;N566SW
43522;0;N233SW
43523;0;N566SW
43524;0;N234SW
43525;0;N354CA
43526;0;N754EV
43527;0;N569SW
43528;0;N294SW
43529;0;N294SW
43530;0;N569SW
43531;0;N879AS
43532;0;N832AS
43533;0;N853AS
43534;0;N879AS
43535;0;N853AS
43536;0;N832AS
43537;0;N585SW
43538;0;N566SW
43539;0;N233SW
43540;0;N233SW
43541;0;N566SW
43542;0;N585SW
43543;0;N925EV
43544;0;N830AS
43545;0;N977EV
43546;0;N270YV
43547;0;N226SW
43548;0;N565SW
43549;0;N565SW
43550;0;N226SW
43551;0;N270YV
43552;0;N927EV
43553;0;N686BR
43554;0;N308SW
43555;0;N290SW
43556;0;N295SW
43557;0;N937EV
43558;0;N680BR
43559;0;N839AS
43560;0;N839AS
43561;0;N937EV
43562;0;N680BR
43563;0;N569SW
43564;0;N226SW
43565;0;N565SW
43566;0;N565SW
43567;0;N226SW
43568;0;N830AS
43569;0;N875AS
43570;0;N973EV
43571;0;N875AS
43572;0;N830AS
43573;0;N234SW
43574;0;N569SW
43575;0;N932EV
43576;0;N845AS
43577;0;N877AS
43578;0;N842AS
43579;0;N905EV
43580;0;N861AS
43581;0;N842AS
43582;0;N861AS
43583;0;N905EV
43584;0;N220SW
43585;0;N220SW
43586;0;N884AS
43587;0;N929EV
43588;0;N585SW
43589;0;N299SW
43590;0;N270YV
43591;0;N299SW
43592;0;N585SW
43593;0;N270YV
43594;0;N827AS
43595;0;N288SW
43596;0;N584SW
43597;0;N298SW
43598;0;N850AS
43599;0;N836AS
43600;0;N979EV
43601;0;N220SW
43602;0;N220SW
43603;0;N906EV
43604;0;N978EV
43605;0;N270YV
43606;0;N562SW
43607;0;N584SW
43608;0;N584SW
43609;0;N562SW
43610;0;N270YV
43611;0;N707EV
43612;0;N584SW
43613;0;N562SW
43614;0;N235SW
43615;0;N235SW
43616;0;N562SW
43617;0;N584SW
43618;0;N331CA
43619;0;N710EV
43620;0;N299SW
43621;0;N835AS
43622;0;N874AS
43623;0;N835AS
43624;0;N582SW
43625;0;N297SW
43626;0;N308SW
43627;0;N843AS
43628;0;N853AS
43629;0;N857AS
43630;0;N843AS
43631;0;N853AS
43632;0;N857AS
43633;0;N586SW
43634;0;N393SW
43635;0;N576SW
43636;0;N586SW
43637;0;N576SW
43638;0;N393SW
43639;0;N907EV
43640;0;N823AS
43641;0;N978EV
